Type,Category,Region,Attack on
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Enemy Action,Attack,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Other,Other,RC EAST,NEUTRAL
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Non-Combat Event,OTHER,RC EAST,NEUTRAL
Other,Planned Event,RC EAST,NEUTRAL
Non-Combat Event,Accident,RC EAST,NEUTRAL
Other,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Other,Other,RC CAPITAL,NEUTRAL
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Other,Other,RC CAPITAL,NEUTRAL
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Air Mission,MEDEVAC,RC EAST,UNKNOWN
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,OTHER OFFENSIVE,RC EAST,FRIEND
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Other,Other,RC CAPITAL,NEUTRAL
Friendly Action,MEDEVAC (Local National),RC EAST,FRIEND
Friendly Action,Cache Found/Cleared,RC EAST,FRIEND
Friendly Action,MEDEVAC Patient Transfer,RC EAST,FRIEND
Non-Combat Event,Meeting,RC CAPITAL,NEUTRAL
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Other,Other,RC CAPITAL,NEUTRAL
Other,Other,RC CAPITAL,NEUTRAL
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Non-Combat Event,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC CAPITAL,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Other,Other,RC CAPITAL,NEUTRAL
Explosive Hazard,IED False,RC EAST,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Other,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC WEST,ENEMY
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Detainee Operations,Transfer,RC EAST,UNKNOWN
Other,Other,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Explosive Hazard,UNEXPLODED ORDNANCE,RC SOUTH,ENEMY
Other,Other,RC CAPITAL,NEUTRAL
Other,Other,RC CAPITAL,NEUTRAL
Detainee Operations,Released,RC EAST,UNKNOWN
Criminal Event,Kidnapping,RC WEST,ENEMY
Friendly Action,Cache Found/Cleared,RC WEST,FRIEND
Explosive Hazard,Turn In,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Friendly Action,MEDEVAC,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Other,Other,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,Premature Detonation,RC SOUTH,ENEMY
Non-Combat Event,Other,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Criminal Event,Kidnapping,RC WEST,ENEMY
Friendly Action,MEDEVAC,RC CAPITAL,FRIEND
Other,Other,RC CAPITAL,NEUTRAL
Other,Other,RC CAPITAL,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Criminal Event,Theft,RC EAST,ENEMY
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Other,Other,RC EAST,NEUTRAL
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,Attack,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Other,Planned Event,RC EAST,NEUTRAL
Explosive Hazard,Mine Strike,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Other,Planned Event,RC EAST,NEUTRAL
Enemy Action,Ambush,RC SOUTH,ENEMY
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Explosive Hazard,IED False,RC SOUTH,ENEMY
Friendly Action,Arrest,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC WEST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Explosive Hazard,Mine Strike,RC SOUTH,ENEMY
Non-Combat Event,Other,RC EAST,NEUTRAL
Explosive Hazard,Mine Strike,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Other,Other,RC EAST,NEUTRAL
Enemy Action,Attack,RC WEST,ENEMY
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Friendly Action,Indirect Fire,RC EAST,FRIEND
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Other,Other,RC CAPITAL,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Other,Other,RC CAPITAL,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Other,RC EAST,FRIEND
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Non-Combat Event,Accident,RC SOUTH,NEUTRAL
Counter Insurgency,Amnesty,RC EAST,UNKNOWN
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Other,Planned Event,RC EAST,NEUTRAL
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Non-Combat Event,Accident,RC EAST,NEUTRAL
Criminal Event,Theft,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Other,Other,RC CAPITAL,NEUTRAL
Friendly Action,MEDEVAC,RC EAST,FRIEND
Explosive Hazard,Mine Strike,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Unknown Initiated Action,Other (Hostile Action),RC EAST,UNKNOWN
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Other,Planned Event,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Other,Other,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,IED False,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC CAPITAL,ENEMY
Friendly Action,Accident,RC SOUTH,FRIEND
Enemy Action,Attack,RC EAST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Other,Planned Event,RC EAST,NEUTRAL
Friendly Action,MEDEVAC,RC EAST,FRIEND
Friendly Action,MEDEVAC,RC EAST,FRIEND
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Enemy Action,Attack,RC EAST,ENEMY
Friendly Action,Other,RC EAST,FRIEND
Other,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Other,Planned Event,RC EAST,NEUTRAL
Air Mission,Surveillance,RC EAST,UNKNOWN
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Friendly Action,Direct Fire,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,Turn In,RC WEST,ENEMY
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Other,RC EAST,NEUTRAL
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC NORTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,Accident,RC CAPITAL,NEUTRAL
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Other,Other,RC CAPITAL,NEUTRAL
Other,Other,RC CAPITAL,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Explosive Hazard,Turn In,RC EAST,ENEMY
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Other,Other,RC EAST,NEUTRAL
Non-Combat Event,Other,RC SOUTH,NEUTRAL
Enemy Action,Attack,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,Mine Found/Cleared,RC SOUTH,ENEMY
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Friendly Action,MEDEVAC,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Non-Combat Event,Accident,RC CAPITAL,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Accident,RC SOUTH,FRIEND
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Explosive Hazard,IED Ambush,RC EAST,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Explosive Hazard,Mine Strike,RC SOUTH,ENEMY
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Detainee Operations,Transfer,RC EAST,UNKNOWN
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Detainee Operations,Transfer,RC EAST,UNKNOWN
Other,Other,RC EAST,NEUTRAL
Explosive Hazard,IED False,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Friendly Action,MEDEVAC Patient Transfer,RC EAST,FRIEND
Friendly Action,Other,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Other,Other,RC CAPITAL,NEUTRAL
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Air Mission,MEDEVAC,RC EAST,UNKNOWN
Explosive Hazard,UNEXPLODED ORDNANCE,RC SOUTH,ENEMY
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Friendly Action,Cache Found/Cleared,RC WEST,FRIEND
Other,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Criminal Event,Arson,RC WEST,ENEMY
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Explosive Hazard,Interdiction,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,Mine Strike,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC WEST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Other,Other,RC EAST,NEUTRAL
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,ATTACK,RC SOUTH,ENEMY
Friendly Action,Other,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,MEDEVAC,RC CAPITAL,FRIEND
Other,Other,RC EAST,NEUTRAL
Other,Other,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Friendly Action,Direct Fire,RC EAST,FRIEND
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Non-Combat Event,Snow and Ice Removal,RC EAST,NEUTRAL
Enemy Action,Attack,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Friendly Action,MEDEVAC Patient Transfer,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC WEST,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,MEDEVAC (Other),RC EAST,FRIEND
Explosive Hazard,Mine Strike,RC SOUTH,ENEMY
Explosive Hazard,IED False,RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Friendly Action,Indirect Fire,RC EAST,FRIEND
Explosive Hazard,UNEXPLODED ORDNANCE,RC WEST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Non-Combat Event,Other,RC EAST,NEUTRAL
Friendly Action,Other,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Attack,RC SOUTH,ENEMY
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Convoy,RC EAST,FRIEND
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Other,Other,RC EAST,NEUTRAL
Friendly Fire,BLUE-BLUE,RC SOUTH,FRIEND
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Criminal Event,Carjacking,RC WEST,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC CAPITAL,ENEMY
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Air Mission,CCA,RC EAST,UNKNOWN
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Criminal Event,Kidnapping,RC WEST,ENEMY
Explosive Hazard,IED False,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Enemy Action,Indirect Fire,RC EAST,ENEMY
Explosive Hazard,Turn In,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC NORTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Attack,RC EAST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Detainee Operations,Transfer,RC EAST,UNKNOWN
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC NORTH,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Indirect Fire,RC NORTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Non-Combat Event,Checkpoint Run,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Other,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Explosive Hazard,IED False,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,SAFIRE,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Ambush,RC SOUTH,ENEMY
Other,Planned Event,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Attack,RC SOUTH,ENEMY
Friendly Action,Other,RC EAST,FRIEND
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Ambush,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Non-Combat Event,Other,RC EAST,NEUTRAL
Enemy Action,SAFIRE,RC SOUTH,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Detainee Operations,Transfer,RC EAST,UNKNOWN
Other,Planned Event,RC EAST,NEUTRAL
Friendly Action,Accident,RC SOUTH,FRIEND
Enemy Action,RPG,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC NORTH,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC CAPITAL,FRIEND
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Convoy,RC EAST,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Enemy Action,ATTACK,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Cache Found/Cleared,RC SOUTH,FRIEND
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Non-Combat Event,Accident,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Non-Combat Event,Supporting CF,RC EAST,NEUTRAL
Friendly Action,Indirect Fire,RC SOUTH,FRIEND
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Criminal Event,Smuggling,RC EAST,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Detainee Operations,Transfer,RC EAST,UNKNOWN
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Other (Hostile Action),RC SOUTH,ENEMY
Explosive Hazard,IED Explosion,RC CAPITAL,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Friendly Action,Patrol,RC CAPITAL,FRIEND
Friendly Action,Other,RC EAST,FRIEND
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Non-Combat Event,Meeting - Security,RC EAST,NEUTRAL
Non-Combat Event,Meeting - Development,RC EAST,NEUTRAL
Explosive Hazard,UNEXPLODED ORDNANCE,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Non-Combat Event,Accident,RC SOUTH,NEUTRAL
Explosive Hazard,IED Explosion,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Friendly Action,Direct Fire,RC EAST,FRIEND
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Other,Other,RC EAST,NEUTRAL
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Enemy Action,ATTACK,RC SOUTH,ENEMY
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Attack,RC WEST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,Escalation of Force,RC SOUTH,FRIEND
Enemy Action,Indirect Fire,RC EAST,ENEMY
Non-Combat Event,Tribal Feud,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Other,Other,RC EAST,NEUTRAL
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Enemy Action,Direct Fire,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC EAST,ENEMY
Friendly Action,Indirect Fire,RC SOUTH,FRIEND
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Other,Other,RC EAST,NEUTRAL
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Friendly Action,Cache Found/Cleared,RC CAPITAL,FRIEND
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Other,Other,RC CAPITAL,NEUTRAL
Explosive Hazard,Mine Found/Cleared,RC CAPITAL,ENEMY
Non-Combat Event,QA/QC Project,RC EAST,NEUTRAL
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Non-Combat Event,ANP Training,RC EAST,NEUTRAL
Explosive Hazard,IED Explosion,RC WEST,ENEMY
Explosive Hazard,IED Found/Cleared,RC SOUTH,ENEMY
Enemy Action,Indirect Fire,RC SOUTH,ENEMY
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Explosive Hazard,Mine Found/Cleared,RC EAST,ENEMY
Other,Planned Event,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC EAST,ENEMY
Friendly Action,MEDEVAC,RC EAST,FRIEND
Friendly Action,MEDEVAC,RC EAST,FRIEND
Explosive Hazard,IED Explosion,RC WEST,ENEMY
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Detainee Operations,Transfer,RC EAST,UNKNOWN
Enemy Action,Direct Fire,RC SOUTH,ENEMY
Explosive Hazard,IED Found/Cleared,RC EAST,ENEMY
Explosive Hazard,IED Explosion,RC WEST,ENEMY
Other,Other,RC EAST,NEUTRAL
Non-Combat Event,Other,RC EAST,NEUTRAL
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Non-Combat Event,Meeting,RC EAST,NEUTRAL
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Air Mission,Surveillance,RC SOUTH,UNKNOWN
Enemy Action,Other (Hostile Action),RC EAST,ENEMY
Enemy Action,Indirect Fire,RC EAST,ENEMY
Detainee Operations,Transfer,RC EAST,UNKNOWN
Other,Other,RC EAST,NEUTRAL
Enemy Action,Direct Fire,RC SOUTH,ENEMY
